what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744785315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744785323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744785619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744786425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744787272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744791162
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744798337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744798360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744814139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744814465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744817938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744818119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744822409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744822605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744833497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744837795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744844718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744844844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329744846420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744860962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744861095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744864705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744864900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744870770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744872238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744872851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744873017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329744873516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329744876071
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329744884165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744887038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744892406
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744892491
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744892575
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329744897866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744898072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329744917036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744921544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329744926188
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329744927951
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744934102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744934191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329744940814
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744941659
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744942296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329744945357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329744947185
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744949883
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744956225
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744959157
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744963612
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329744966195
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744966460
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744966546
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329744967640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744974468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329744987153
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329744987758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329744994538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329745003846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329745004353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745006703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329745011616
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745012506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329745016052
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745038728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329745041560
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745041931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329745045346
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745047283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329745050363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329745051839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329745075405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329745077197
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745077774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329745083039
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745083817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329745085613
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329745121500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745136966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745146664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745161152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745181457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745186795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745193784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745195665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745200964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745215499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745217637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745219534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745221769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745224042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745227156
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745227280
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329745227354
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329745251704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745252736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745256037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745257607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745259875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745262038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329745264733
