what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663307741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663354459
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329663356647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663358838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663535749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663544934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663564161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663577308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663766594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663772465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663877056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663878843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663897470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663906339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663966669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329663971785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329663973833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664492149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664493631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664574283
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664580296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664586678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664592971
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664602327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664604107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664666175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664667720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664671335
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329664672533
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664675252
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664679563
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664681933
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664683322
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664683450
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664685031
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664692291
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664695947
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664696191
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664698263
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664698527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329664702435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329664702695
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664703957
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664704199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329664706182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329664709142
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329664710998
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329664712321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329664713867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329664714336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664719339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664913931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664916702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664941001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329664945403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665096140
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665099088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329665104630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329665106463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329665117121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665118530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665123940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665127549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665135203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665137102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665271766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665274243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665308380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329665321519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329665325187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665326107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665333732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665349725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329665354448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329665355653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329665378399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329665378530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665392206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665402212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665408887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665439420
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329665440639
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665443281
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329665457937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665459641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665485821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665488393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665508937
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329665510381
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1329665510717
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1329665510877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665510905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665512581
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329665513154
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665521567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665532644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665571822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329665580253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665580519
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329665583497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665587737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665624487
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665627987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665632903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665635046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665635874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665636365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665636880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665637315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329665637905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665648561
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329665654075
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665656111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665658190
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665660315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665673422
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665678287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665680935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665702695
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329665712367
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665715404
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665722108
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665724247
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665732617
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329665738349
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665740293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665750816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665767421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665769866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665771105
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329665773648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329665780047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329665799863
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329665801265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329665806003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666242679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666259420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666262034
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329666263181
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666267649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666271548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666370765
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329666372124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329666381090
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329666381936
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666385877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329666402843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329666403808
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329666407965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329666408464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666408787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666414571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329666414631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329666431478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666431740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666440786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329666440840
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666443132
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666443300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666453078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666453256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329666454675
