what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329686004216
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329686005413
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329686007344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329686022449
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686031741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686048066
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329686050287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329686058161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686060533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686065235
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329686070267
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329686077736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329686084198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329686090406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686091983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686117763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686120587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686150249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686153549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329686188585
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329686190022
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329686193931
