what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328559990785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328559992610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560306283
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328560308483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560311386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560319202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560329841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560615493
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328560628191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560886294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560888135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328560939584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328560948039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328568437101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328568486539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328626939059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328626942507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628192983
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328628194902
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328628196821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328628238055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328628238850
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1328628247978
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1328628261429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328628263659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628265516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628274457
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328628275705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628279231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628289669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328628294273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328629721806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328629723819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630114372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630121939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630126884
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328630129021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630158461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630646114
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1328630647659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630652682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630655084
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328630655178
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328630655287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630659983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328630667456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328630719501
