what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329688910640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688910969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688915099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329688915169
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688919921
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688920051
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329688920083
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688922466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688928733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688928902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329688929908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329688933008
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329688934902
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688937072
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688937207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329688975685
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329688978955
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329688980646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329688983575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329688984161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688992202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688992325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329688992962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329688997777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689067918
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329689073408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689081854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689083934
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329689091258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329689104503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689106970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689110005
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329689114258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689115938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329689124230
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329689131738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329689144223
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329689174760
